id;created_by;area;total_score;created_at
2382;31;1;97.00;2023-07-02
2383;93;1;57.00;2023-07-02
2384;93;1;63.75;2023-07-03
2385;93;1;37.50;2023-07-03
2386;93;1;37.50;2023-07-03
2387;105;1;37.50;2023-07-03
2388;61;1;40.50;2023-07-03
2389;108;1;55.75;2023-07-03
2390;108;1;66.50;2023-07-03
2391;94;1;74.50;2023-07-03
2392;29;1;76.50;2023-07-03
2393;45;1;90.50;2023-07-03
2394;51;1;72.00;2023-07-04
2395;93;1;63.00;2023-07-03
2396;93;1;84.25;2023-07-04
2397;93;1;40.00;2023-07-04
2398;93;1;37.50;2023-07-04
2399;105;1;37.50;2023-07-04
2400;108;1;40.00;2023-07-04
2401;94;1;71.25;2023-07-04
2402;51;1;81.75;2023-07-04
2403;31;1;94.75;2023-07-04
2404;61;1;84.25;2023-07-05
2405;93;1;67.50;2023-07-05
2406;93;1;63.50;2023-07-05
2407;108;1;35.25;2023-07-05
2408;108;1;37.50;2023-07-05
2409;94;1;70.00;2023-07-05
2410;93;1;83.25;2023-07-05
2411;93;1;96.25;2023-07-05
2412;61;1;39.50;2023-07-06
2413;93;1;35.25;2023-07-06
2414;93;1;75.00;2023-07-06
2415;91;1;37.50;2023-07-06
2416;93;1;37.75;2023-07-06
2417;11;1;86.75;2023-07-06
2418;135;1;35.25;2023-07-06
2419;135;1;94.00;2023-07-06
2420;135;1;81.50;2023-07-06
2421;137;1;90.00;2023-07-06
2422;93;1;80.50;2023-07-06
2423;93;1;77.75;2023-07-06
2424;93;1;35.25;2023-07-07
2425;93;1;37.50;2023-07-07
2426;135;1;35.25;2023-07-07
2427;61;1;35.25;2023-07-07
2428;135;1;92.00;2023-07-07
2429;135;1;75.00;2023-07-08
2430;135;1;94.50;2023-07-08
2431;135;1;83.00;2023-07-08
2432;93;1;92.00;2023-07-08
2433;93;1;94.50;2023-07-08
2434;93;1;37.50;2023-07-09
2435;93;1;37.50;2023-07-09
2436;93;1;37.50;2023-07-09
2437;135;1;37.50;2023-07-09
2438;135;1;37.50;2023-07-09
2439;11;1;92.00;2023-07-09
2440;11;1;88.00;2023-07-09
2441;19;1;89.00;2023-07-09
2442;31;1;94.00;2023-07-09
2443;51;1;55.75;2023-07-10
2444;93;1;80.25;2023-07-09
2445;93;1;84.25;2023-07-10
2446;93;1;37.50;2023-07-10
2447;93;1;37.50;2023-07-10
2448;80;1;37.50;2023-07-10
2449;97;1;37.50;2023-07-10
2450;97;1;97.50;2023-06-30
2451;97;1;78.25;2023-06-30
2452;135;1;80.00;2023-06-30
2453;135;1;69.00;2023-06-30
2454;11;1;74.25;2023-07-10
2455;137;1;82.75;2023-07-10
2456;105;1;86.00;2023-07-10
2457;61;1;80.25;2023-07-10
2458;93;1;52.00;2023-07-10
2459;93;1;75.00;2023-07-10
2460;93;1;37.50;2023-07-11
2461;93;1;37.50;2023-07-11
2462;93;1;38.25;2023-07-11
2463;93;1;37.50;2023-07-11
2464;93;1;35.25;2023-07-11
2465;137;1;35.25;2023-07-11
2466;61;1;35.25;2023-07-11
2467;93;1;61.00;2023-07-11
2468;93;1;75.00;2023-07-11
2469;93;1;37.50;2023-07-12
2470;93;1;37.50;2023-07-12
2471;93;1;37.50;2023-07-12
2472;93;1;40.00;2023-07-12
2473;93;1;37.50;2023-07-12
2474;93;1;36.75;2023-07-13
2475;93;1;35.00;2023-07-13
2476;61;1;37.50;2023-07-13
2477;25;1;35.25;2023-07-13
2478;25;1;75.00;2023-07-13
2479;135;1;79.25;2023-07-13
2480;135;1;80.50;2023-07-13
2481;93;1;82.75;2023-07-13
2482;93;1;70.50;2023-07-13
2483;93;1;37.50;2023-07-14
2484;93;1;37.50;2023-07-14
2485;93;1;40.50;2023-07-14
2486;135;1;40.00;2023-07-14
2487;135;1;35.25;2023-07-14
2488;19;1;83.00;2023-07-14
2489;6;1;79.25;2023-07-14
2490;133;1;94.00;2023-07-14
2491;51;1;62.25;2023-07-14
2492;105;1;62.00;2023-07-14
2493;45;1;88.00;2023-07-15
2494;31;1;60.25;2023-07-15
2495;25;1;57.75;2023-07-15
2496;25;1;64.00;2023-07-15
2497;93;1;70.00;2023-07-14
2498;93;1;68.75;2023-07-14
2499;93;1;37.50;2023-07-15
2500;133;1;42.50;2023-07-15
2501;61;1;37.75;2023-07-15
2502;124;1;68.50;2023-07-15
2503;51;1;69.50;2023-07-15
2504;25;1;89.00;2023-07-15
2505;25;1;91.00;2023-07-16
2506;25;1;62.00;2023-07-15
2507;59;1;77.00;2023-07-15
2508;93;1;65.75;2023-07-15
2509;124;1;97.00;2023-07-16
2510;93;1;37.50;2023-07-15
2511;61;1;89.00;2023-07-16
2512;25;1;37.50;2023-07-16
2513;51;1;75.00;2023-07-16
2514;93;1;64.50;2023-07-16
2515;93;1;91.00;2023-07-17
2516;93;1;37.50;2023-07-17
2517;93;1;40.00;2023-07-17
2518;25;1;37.50;2023-07-17
2519;93;1;35.25;2023-07-17
2520;93;1;72.00;2023-07-16
2521;133;1;37.50;2023-07-17
2522;124;1;37.50;2023-07-17
2523;61;1;67.50;2023-07-17
2524;93;1;86.50;2023-07-17
2525;93;1;79.50;2023-07-17
2526;93;1;37.50;2023-07-18
2527;93;1;37.50;2023-07-18
2528;124;1;37.50;2023-07-18
2529;25;1;40.00;2023-07-18
2530;25;1;95.00;2023-07-18
2531;93;1;68.75;2023-07-18
2532;61;1;88.00;2023-07-18
2533;93;1;37.50;2023-07-19
2534;93;1;75.00;2023-07-19
2535;93;1;37.50;2023-07-19
2536;93;1;35.25;2023-07-19
2537;93;1;37.50;2023-07-19
2538;93;1;40.00;2023-07-19
2539;93;1;39.75;2023-07-20
2540;93;1;37.50;2023-07-20
2541;61;1;37.50;2023-07-20
2542;61;1;37.50;2023-07-20
2543;135;1;75.00;2023-07-20
2544;135;1;75.00;2023-07-21
2545;61;1;89.00;2023-07-21
2546;93;1;90.00;2023-07-21
2547;93;1;72.00;2023-07-22
2548;93;1;37.50;2023-07-22
2549;93;1;35.25;2023-07-22
2550;135;1;37.75;2023-07-22
2551;135;1;40.00;2023-07-22
2552;93;1;87.50;2023-07-23
2553;93;1;85.00;2023-07-23
2554;93;1;35.25;2023-07-23
2555;93;1;37.50;2023-07-23
2556;93;1;37.50;2023-07-23
2557;61;1;37.50;2023-07-23
2558;61;1;39.50;2023-07-23
2559;93;1;77.50;2023-07-23
2560;93;1;75.00;2023-07-24
2561;93;1;37.50;2023-07-24
2562;93;1;37.50;2023-07-24
2563;93;1;37.50;2023-07-24
2564;93;1;37.50;2023-07-24
2565;93;1;37.50;2023-07-24
2566;93;1;35.25;2023-07-25
2567;93;1;37.50;2023-07-25
2568;93;1;37.50;2023-07-25
2569;93;1;37.50;2023-07-25
2570;61;1;39.50;2023-07-25
2571;135;1;37.50;2023-07-25
2572;135;1;72.00;2023-07-25
2573;93;1;89.75;2023-07-25
2574;93;1;88.75;2023-07-25
2575;93;1;37.50;2023-07-26
2576;93;1;37.50;2023-07-26
2577;93;1;37.50;2023-07-26
2578;93;1;37.50;2023-07-26
2579;93;1;37.50;2023-07-26
2580;124;1;37.50;2023-07-26
2581;61;1;35.50;2023-07-26
2582;124;1;95.00;2023-07-26
2583;93;1;75.00;2023-07-26
2584;93;1;89.00;2023-07-27
2585;93;1;40.00;2023-07-27
2586;124;1;37.50;2023-07-27
2587;93;1;37.50;2023-07-27
2588;93;1;81.50;2023-07-28
2589;93;1;37.50;2023-07-28
2590;128;1;37.50;2023-07-28
2591;128;1;37.50;2023-07-28
2592;128;1;86.00;2023-07-28
2593;128;1;97.00;2023-07-28
2594;128;1;87.00;2023-07-28
2595;128;1;96.00;2023-07-28
2596;61;1;93.50;2023-07-28
2597;124;1;91.50;2023-07-28
2598;120;1;75.00;2023-07-28
2599;173;1;89.00;2023-07-30
2600;15;1;64.00;2023-07-30
2601;59;1;46.75;2023-07-30
2602;105;1;74.75;2023-07-31
2603;173;1;100.00;2023-08-01
2604;124;1;75.25;2023-08-01
2605;15;1;70.75;2023-08-01
2606;59;1;86.50;2023-08-01
2607;173;1;82.75;2023-08-01
2608;105;1;100.00;2023-08-02
2609;5;1;77.75;2023-08-02
2610;29;1;65.50;2023-08-02
2611;15;1;76.50;2023-08-02
2612;59;1;59.25;2023-08-03
2613;11;1;81.50;2023-08-02
2614;11;1;100.00;2023-08-03
2615;51;1;89.00;2023-08-03
2616;51;1;89.75;2023-08-03
2617;105;1;100.00;2023-08-02
2618;173;1;100.00;2023-08-03
2619;59;1;63.50;2023-08-03
2620;124;1;69.25;2023-08-03
2621;105;1;100.00;2023-08-04
2622;15;1;92.00;2023-08-04
2623;11;1;64.00;2023-08-04
2624;173;1;76.75;2023-08-04
2625;23;1;85.75;2023-08-04
2626;105;1;69.75;2023-08-04
2627;15;1;100.00;2023-08-05
2628;51;1;81.25;2023-08-05
2629;173;1;70.75;2023-08-05
2630;59;1;100.00;2023-08-05
2631;23;1;69.25;2023-08-05
2632;23;1;100.00;2023-08-05
2633;15;1;100.00;2023-08-06
2634;51;1;100.00;2023-08-06
2635;173;1;80.50;2023-08-06
2636;105;1;90.75;2023-08-06
2637;23;1;72.25;2023-08-06
2638;105;1;75.25;2023-08-06
2639;15;1;100.00;2023-08-07
2640;173;1;59.50;2023-08-07
2641;51;1;55.00;2023-08-07
2642;51;1;80.25;2023-08-07
2643;124;1;97.75;2023-08-07
2644;124;1;97.00;2023-08-06
2645;59;1;95.00;2023-08-08
2646;124;1;94.50;2023-08-09
2647;59;1;100.00;2023-09-09
2648;59;1;91.50;2023-08-10
2649;124;1;100.00;2023-08-10
2650;51;1;100.00;2023-08-11
2651;51;1;84.00;2023-08-12
2652;51;1;94.50;2023-08-10
2653;93;1;94.50;2023-08-11
2654;93;1;94.50;2023-08-12
2655;93;1;37.50;2023-08-12
2656;173;1;37.50;2023-08-12
2657;105;1;40.00;2023-08-12
2658;51;1;75.75;2023-08-12
2659;31;1;84.25;2023-08-12
2660;59;1;92.25;2023-08-13
2661;93;1;57.75;2023-08-13
2662;93;1;100.00;2023-08-13
2663;93;1;37.50;2023-08-13
2664;93;1;37.50;2023-08-13
2665;173;1;39.50;2023-08-13
2666;59;1;40.00;2023-08-13
2667;93;1;100.00;2023-08-14
2668;93;1;68.75;2023-08-14
2669;93;1;37.50;2023-08-14
2670;93;1;37.50;2023-08-14
2671;31;1;37.50;2023-08-14
2672;59;1;37.50;2023-08-14
2673;197;1;59.00;2023-08-14
2674;124;1;100.00;2023-08-15
2675;173;1;46.50;2023-08-15
2676;59;1;92.00;2023-08-15
2677;93;1;69.75;2023-08-15
2678;93;1;100.00;2023-08-16
2679;93;1;35.25;2023-08-16
2680;93;1;35.25;2023-08-16
2681;93;1;35.25;2023-08-16
2682;93;1;35.25;2023-08-16
2683;105;1;37.75;2023-08-16
2684;105;1;33.25;2023-08-16
2685;124;1;79.25;2023-08-16
2686;59;1;59.00;2023-08-16
2687;93;1;89.50;2023-08-17
2688;93;1;100.00;2023-08-17
2689;59;1;35.25;2023-08-17
2690;137;1;35.25;2023-08-17
2691;173;1;100.00;2023-08-18
2692;93;1;70.75;2023-08-18
2693;93;1;78.25;2023-08-18
2694;93;1;35.25;2023-08-17
2695;93;1;35.25;2023-08-19
2696;11;1;35.25;2023-08-19
2697;124;1;33.25;2023-08-19
2698;197;1;93.00;2023-08-19
2699;59;1;95.00;2023-08-19
2700;61;1;62.50;2023-08-19
2701;94;1;100.00;2023-08-19
2702;93;1;74.50;2023-08-19
2703;93;1;92.25;2023-08-19
2704;93;1;35.75;2023-08-20
2705;93;1;35.25;2023-08-20
2706;11;1;33.25;2023-08-20
2707;61;1;88.00;2023-08-20
2708;173;1;48.75;2023-08-20
2709;59;1;71.50;2023-08-20
2710;11;1;75.75;2023-08-20
2711;93;1;85.50;2023-08-21
2712;93;1;91.50;2023-08-21
2713;93;1;37.75;2023-08-21
2714;94;1;33.25;2023-08-21
2715;197;1;35.25;2023-08-21
2716;93;1;82.00;2023-08-20
2717;61;1;73.50;2023-08-21
2718;59;1;37.50;2023-08-21
2719;173;1;71.50;2023-08-21
2720;93;1;95.00;2023-08-21
2721;93;1;72.25;2023-08-21
2722;93;1;38.25;2023-08-22
2723;93;1;35.75;2023-08-22
2724;197;1;36.25;2023-08-22
2725;173;1;33.25;2023-08-22
2726;59;1;56.00;2023-08-22
2727;11;1;73.25;2023-08-22
2728;93;1;100.00;2023-08-22
2729;93;1;86.00;2023-08-22
2730;93;1;40.25;2023-08-23
2731;93;1;35.25;2023-08-23
2732;197;1;33.25;2023-08-23
2733;59;1;35.25;2023-08-23
2734;11;1;54.25;2023-08-23
2735;93;1;81.50;2023-08-23
2736;93;1;82.50;2023-08-23
2737;93;1;35.25;2023-08-24
2738;197;1;40.50;2023-08-24
2739;11;1;35.50;2023-08-24
2740;59;1;65.75;2023-08-24
2741;197;1;100.00;2023-08-24
2742;137;1;68.00;2023-08-24
2743;173;1;57.25;2023-08-25
2744;93;1;59.75;2023-08-25
2745;93;1;83.25;2023-08-25
2746;93;1;35.25;2023-08-26
2747;93;1;40.75;2023-08-26
2748;93;1;37.75;2023-08-26
2749;197;1;37.75;2023-08-26
2750;23;1;43.25;2023-08-26
2751;124;1;66.25;2023-08-26
2752;59;1;100.00;2023-08-25
2753;59;1;92.00;2023-08-26
2754;93;1;100.00;2023-08-25
2755;93;1;96.00;2023-08-27
2756;93;1;33.25;2023-08-27
2757;11;1;35.25;2023-08-27
2758;59;1;40.75;2023-08-27
2759;93;1;81.25;2023-08-27
2760;93;1;90.00;2023-08-28
2761;93;1;35.25;2023-08-28
2762;93;1;35.25;2023-08-28
2763;93;1;40.75;2023-08-28
2764;93;1;35.25;2023-08-28
2765;11;1;35.25;2023-08-28
2766;59;1;35.25;2023-08-28
2767;93;1;74.50;2023-08-28
2768;93;1;91.00;2023-08-29
2769;93;1;35.25;2023-08-29
2770;93;1;37.75;2023-08-29
2771;59;1;37.50;2023-08-29
2772;93;1;38.25;2023-08-29
2773;93;1;93.50;2023-08-30
2774;197;1;35.25;2023-08-30
2775;135;1;40.75;2023-08-30
2776;135;1;60.50;2023-08-30
2777;93;1;85.25;2023-08-30
2778;93;1;86.50;2023-08-30
2779;93;1;40.75;2023-08-31
2780;93;1;40.50;2023-08-31
2781;59;1;42.50;2023-08-31
2782;59;1;37.50;2023-08-31
2783;93;1;96.00;2023-08-31
2784;93;1;97.50;2023-09-01
2785;93;1;35.25;2023-09-01
2786;135;1;37.50;2023-09-01
2787;135;1;35.25;2023-09-01
2788;94;1;86.75;2023-09-01
2789;93;1;72.75;2023-09-01
2790;93;1;82.75;2023-09-01
2791;93;1;37.75;2023-09-02
2792;11;1;43.00;2023-09-02
2793;59;1;38.00;2023-09-02
2794;135;1;73.50;2023-09-02
2795;135;1;96.00;2023-09-02
2796;59;1;90.50;2023-09-03
2797;51;1;77.75;2023-09-03
2798;173;1;100.00;2023-09-03
2799;93;1;82.75;2023-09-04
2800;93;1;74.75;2023-09-03
2801;93;1;40.00;2023-09-04
2802;59;1;35.25;2023-09-04
2803;173;1;35.25;2023-09-04
2804;93;1;97.50;2023-09-04
2805;93;1;74.75;2023-09-05
2806;93;1;35.25;2023-09-05
2807;93;1;42.25;2023-09-05
2808;59;1;37.50;2023-09-05
2809;11;1;37.50;2023-09-05
2810;93;1;100.00;2023-09-05
2811;93;1;78.25;2023-09-05
2812;93;1;37.75;2023-09-06
2813;173;1;40.00;2023-09-06
2814;59;1;40.00;2023-09-06
2815;135;1;82.75;2023-09-05
2816;135;1;100.00;2023-09-06
2817;173;1;68.75;2023-09-06
2818;61;1;68.75;2023-09-06
2819;135;1;92.50;2023-09-06
2820;135;1;75.00;2023-09-06
2821;93;1;70.00;2023-09-07
2822;93;1;57.50;2023-09-07
2823;93;1;40.00;2023-09-07
2824;93;1;35.25;2023-09-07
2825;93;1;35.25;2023-09-10
2826;93;1;38.25;2023-09-10
2827;173;1;33.25;2023-09-10
2828;11;1;40.25;2023-09-10
2829;51;1;92.00;2023-09-10
2830;173;1;77.25;2023-09-10
2831;93;1;94.50;2023-09-10
2832;93;1;89.50;2023-09-11
2833;93;1;40.00;2023-09-12
2834;197;1;40.00;2023-09-12
2835;173;1;40.00;2023-09-12
2836;137;1;78.00;2023-09-12
2837;51;1;85.50;2023-09-12
2838;51;1;74.75;2023-09-12
2839;124;1;94.50;2023-09-12
2840;93;1;97.00;2023-09-13
2841;93;1;86.50;2023-09-13
2842;124;1;37.50;2023-09-13
2843;93;1;40.00;2023-09-13
2844;93;1;89.00;2023-09-14
2845;93;1;37.50;2023-09-14
2846;173;1;37.50;2023-09-14
2847;11;1;37.50;2023-09-14
2848;197;1;90.00;2023-09-14
2849;93;1;74.00;2023-09-15
2850;93;1;71.25;2023-09-15
2851;93;1;37.50;2023-09-16
2852;124;1;37.50;2023-09-16
2853;173;1;37.75;2023-09-16
2854;51;1;89.00;2023-09-16
2855;11;1;86.00;2023-09-16
2856;124;1;97.00;2023-09-17
2857;93;1;82.00;2023-09-17
2858;93;1;89.00;2023-09-17
2859;93;1;37.50;2023-09-17
2860;197;1;37.50;2023-09-17
2861;105;1;35.25;2023-09-17
2862;135;1;69.50;2023-09-17
2863;135;1;40.50;2023-09-16
2864;135;1;92.00;2023-09-17
2865;93;1;91.50;2023-09-17
2866;25;1;77.25;2023-09-17
2867;124;1;37.50;2023-09-18
2868;93;1;66.00;2023-09-18
2869;93;1;92.00;2023-09-18
2870;93;1;35.25;2023-09-18
2871;25;1;37.50;2023-09-19
2872;93;1;37.50;2023-09-19
2873;197;1;65.50;2023-09-19
2874;135;1;35.25;2023-09-19
2875;135;1;72.00;2023-09-19
2876;105;1;89.75;2023-09-19
2877;61;1;89.50;2023-09-19
2878;124;1;72.00;2023-09-19
2879;173;1;71.00;2023-09-19
2880;93;1;86.50;2023-09-19
2881;197;1;81.00;2023-09-19
2882;124;1;37.50;2023-09-20
2883;105;1;72.50;2023-09-20
2884;51;1;86.00;2023-09-20
2885;173;1;55.50;2023-09-20
2886;94;1;97.00;2023-09-21
2887;93;1;82.50;2023-09-20
2888;93;1;95.00;2023-09-20
2889;197;1;39.75;2023-09-20
2890;124;1;35.25;2023-09-21
2891;51;1;72.00;2023-09-21
2892;197;1;89.00;2023-09-21
2893;124;1;97.00;2023-09-22
2894;61;1;72.00;2023-09-22
2895;173;1;77.50;2023-09-22
2896;197;1;68.50;2023-09-22
2897;124;1;87.50;2023-09-22
2898;59;1;72.00;2023-09-23
2899;93;1;83.50;2023-09-23
2900;93;1;91.75;2023-09-24
2901;94;1;37.50;2023-09-21
2902;124;1;37.50;2023-09-24
2903;25;1;95.00;2023-09-23
2904;93;1;86.00;2023-09-24
2905;93;1;82.50;2023-09-24
2906;93;1;35.25;2023-09-25
2907;197;1;37.75;2023-09-25
2908;48;1;35.25;2023-09-25
2909;48;1;72.00;2023-09-25
2910;59;1;80.00;2023-09-25
2911;197;1;58.25;2023-09-25
2912;94;1;100.00;2023-09-26
2913;29;1;69.50;2023-09-26
2914;59;1;95.00;2023-09-27
2915;93;1;67.50;2023-09-27
2916;93;1;100.00;2023-09-27
2917;93;1;39.75;2023-09-27
2918;93;1;37.75;2023-09-27
2919;93;1;37.75;2023-09-29
2920;124;1;40.00;2023-09-29
2921;93;1;35.25;2023-09-29
2922;51;1;81.50;2023-09-30
2923;48;1;37.50;2023-09-30
2924;124;1;94.50;2023-09-30
2925;51;1;85.75;2023-09-30
2926;59;1;89.00;2023-10-01
2927;105;1;94.50;2023-10-01
2928;48;1;89.50;2023-10-01
2929;48;1;81.50;2023-10-01
2930;93;1;88.25;2023-10-02
2931;93;1;91.25;2023-10-02
2932;179;1;37.50;2023-10-02
2933;124;1;35.25;2023-10-02
2934;124;1;85.25;2023-10-02
2935;59;1;83.50;2023-10-02
2936;25;1;86.00;2023-10-02
2937;59;1;96.00;2023-10-02
2938;124;1;71.00;2023-10-03
2939;197;1;93.00;2023-10-03
2940;93;1;86.00;2023-10-03
2941;93;1;81.00;2023-10-03
2942;124;1;35.25;2023-10-04
2943;197;1;37.75;2023-10-04
2944;197;1;86.00;2023-10-04
2945;124;1;64.75;2023-10-04
2946;197;1;67.25;2023-10-04
2947;59;1;89.00;2023-10-05
2948;197;1;62.75;2023-10-05
2949;124;1;93.50;2023-10-06
2950;124;1;58.75;2023-10-06
2951;59;1;83.50;2023-10-06
2952;93;1;89.00;2023-10-07
2953;11;1;97.75;2023-10-08
2954;11;1;35.25;2023-10-08
2955;59;1;84.00;2023-10-08
2956;48;1;81.50;2023-10-10
2957;48;1;93.50;2023-10-10
2958;124;1;86.75;2023-10-10
2959;11;1;83.75;2023-10-10
2960;124;1;89.00;2023-10-11
2961;59;1;77.75;2023-10-11
2962;11;1;89.00;2023-10-12
2963;124;1;93.00;2023-10-13
2964;124;1;84.25;2023-10-13
2965;11;1;89.00;2023-10-13
2966;124;1;89.00;2023-10-14
2967;11;1;79.00;2023-10-14
2968;59;1;89.00;2023-10-15
2969;82;1;84.75;2023-10-15
2970;82;1;90.75;2023-10-15
2971;82;1;84.00;2023-09-30
2972;11;1;76.75;2023-09-30
2973;11;1;75.50;2023-09-30
2974;59;1;84.00;2023-10-16
2975;124;1;81.75;2023-10-17
2976;59;1;97.75;2023-10-17
2977;11;1;89.00;2023-10-18
2978;59;1;100.00;2023-10-18
2979;124;1;86.00;2023-10-18
2980;124;1;90.75;2023-10-19
2981;23;1;92.00;2023-10-19
2982;124;1;94.50;2023-10-20
2983;11;1;100.00;2023-10-21
2984;124;1;89.00;2023-10-21
2985;11;1;86.50;2023-10-21
2986;48;1;89.00;2023-10-22
2987;124;1;81.50;2023-10-22
2988;197;1;90.75;2023-10-23
2989;59;1;86.50;2023-10-24
2990;11;1;78.00;2023-10-24
2991;11;1;87.50;2023-10-26
2992;124;1;81.00;2023-10-26
2993;124;1;75.50;2023-10-27
2994;11;1;89.00;2023-10-27
2995;124;1;89.00;2023-10-28
2996;124;1;90.00;2023-10-29
2997;93;1;89.00;2023-10-29
2998;93;1;89.00;2023-10-30
2999;93;1;42.75;2023-10-31
3000;11;1;40.25;2023-10-31
3001;93;1;37.75;2023-10-31
3002;124;1;72.50;2023-10-31
3003;11;1;35.25;2023-11-01
3004;124;1;89.00;2023-11-01
3005;11;1;76.75;2023-11-01
3006;11;1;91.50;2023-11-02
3007;59;1;83.00;2023-11-04
3008;197;1;85.50;2023-11-04
3009;124;1;95.50;2023-11-05
3010;11;1;68.00;2023-11-06
3011;11;1;89.00;2023-11-07
3012;23;1;88.00;2023-11-09
3013;135;1;77.75;2023-11-10
3014;135;1;100.00;2023-11-10
3015;135;1;70.50;2023-11-10
3016;134;1;92.00;2023-11-10
3017;134;1;89.00;2023-11-10
3018;134;1;70.25;2023-11-10
3019;134;1;77.50;2023-11-10
3020;135;1;62.75;2023-11-10
3021;135;1;70.00;2023-11-10
3022;23;1;76.00;2023-11-11
3023;134;1;70.25;2023-11-11
3024;134;1;100.00;2023-11-11
3025;134;1;88.00;2023-11-11
3026;59;1;80.75;2023-11-11
3027;11;1;95.50;2023-11-11
3028;135;1;87.25;2023-11-11
3029;135;1;69.00;2023-11-12
3030;6;1;81.50;2023-11-12
3031;62;1;88.25;2023-11-12
3032;59;1;89.25;2023-11-12
3033;23;1;53.50;2023-11-12
3034;11;1;94.75;2023-11-12
3035;59;1;100.00;2023-11-12
3036;11;1;84.25;2023-11-13
3037;23;1;94.75;2023-11-13
3038;135;1;85.50;2023-11-14
3039;135;1;100.00;2023-11-14
3040;59;1;94.50;2023-11-14
3041;23;1;97.00;2023-11-14
3042;59;1;97.75;2023-11-14
3043;61;1;100.00;2023-11-14
3044;124;1;92.25;2023-11-15
3045;23;1;70.00;2023-11-15
3046;61;1;86.50;2023-11-16
3047;23;1;100.00;2023-11-15
3048;93;1;69.00;2023-11-16
3049;93;1;100.00;2023-11-16
3050;93;1;33.25;2023-11-17
3051;124;1;35.25;2023-11-17
3052;93;1;35.25;2023-11-17
3053;198;1;89.00;2023-11-17
3054;198;1;37.50;2023-11-18
3055;198;1;84.00;2023-11-18
3056;23;1;72.75;2023-11-19
3057;198;1;72.00;2023-11-20
3058;135;1;100.00;2023-11-21
3059;135;1;81.75;2023-11-21
3060;198;1;82.00;2023-11-21
3061;23;1;66.25;2023-11-21
3062;135;1;77.75;2023-11-21
3063;135;1;100.00;2023-11-22
3064;198;1;72.00;2023-11-22
3065;198;1;61.75;2023-11-22
3066;135;1;68.75;2023-11-22
3067;135;1;74.25;2023-11-22
3068;23;1;92.00;2023-11-23
3069;124;1;87.75;2023-11-23
3070;11;1;100.00;2023-11-24
3071;135;1;92.00;2023-11-24
3072;135;1;85.50;2023-11-25
3073;135;1;89.00;2023-11-25
3074;134;1;94.50;2023-11-25
3075;134;1;94.50;2023-11-25
3076;134;1;81.25;2023-11-25
3077;134;1;87.50;2023-11-25
3078;11;1;84.75;2023-11-25
3079;135;1;97.00;2023-11-25
3080;135;1;86.50;2023-11-27
3081;11;1;72.25;2023-11-27
3082;25;1;88.50;2023-11-28
3083;198;1;65.75;2023-11-28
3084;198;1;59.00;2023-11-29
3085;198;1;66.50;2023-11-28
3086;25;1;79.25;2023-11-28
3087;197;1;81.00;2023-11-30
3088;135;1;60.50;2023-11-30
3089;110;3;88.25;2023-01-06
3090;53;3;75.50;2023-01-07
3091;106;3;87.00;2023-01-07
3092;53;3;77.00;2023-01-07
3093;99;3;66.25;2023-01-09
3094;106;3;83.50;2023-01-09
3095;76;3;60.75;2023-01-09
3096;74;3;67.00;2023-01-09
3097;99;3;64.50;2023-01-09
3098;106;3;87.00;2023-01-10
3099;78;3;84.25;2023-01-10
3100;171;3;88.25;2023-01-10
3101;99;3;59.00;2023-01-10
3102;53;3;85.50;2023-01-10
3103;53;3;82.00;2023-01-10
3104;99;3;67.50;2023-01-11
3105;78;3;84.25;2023-01-11
3106;171;3;87.00;2023-01-11
3107;74;3;72.25;2023-01-11
3108;53;3;78.25;2023-01-11
3109;99;3;66.25;2023-01-11
3110;66;3;86.25;2023-01-11
3111;66;3;86.25;2023-01-11
3112;66;3;83.00;2023-01-11
3113;171;3;85.50;2023-01-12
3114;78;3;83.00;2023-01-12
3115;74;3;68.75;2023-01-12
3116;99;3;65.00;2023-01-12
3117;106;3;88.25;2023-01-13
3118;74;3;73.00;2023-01-13
3119;66;3;86.25;2023-01-13
3120;66;3;86.25;2023-01-13
3121;66;3;80.50;2023-01-13
3122;66;3;85.00;2023-01-13
3123;99;3;66.25;2023-01-13
3124;99;3;66.25;2023-01-13
3125;171;3;91.25;2023-01-14
3126;109;3;86.00;2023-01-14
3127;109;3;89.00;2023-01-14
3128;74;3;69.25;2023-01-14
3129;53;3;76.25;2023-01-14
3130;99;3;66.25;2023-01-14
3131;99;3;86.25;2023-01-15
3132;66;3;84.25;2023-01-15
3133;78;3;85.00;2023-01-16
3134;109;3;91.50;2023-01-16
3135;74;3;71.25;2023-01-16
3136;53;3;79.25;2023-01-16
3137;99;3;66.25;2023-01-17
3138;78;3;83.00;2023-01-17
3139;99;3;66.25;2023-01-17
3140;99;3;66.25;2023-01-18
3141;78;3;83.00;2023-01-18
3142;74;3;69.25;2023-01-18
3143;78;3;83.00;2023-01-19
3144;74;3;64.75;2023-01-19
3145;66;3;82.25;2023-01-19
3146;99;3;66.25;2023-01-19
3147;53;3;76.25;2023-01-19
3148;109;3;84.25;2023-01-19
3149;78;3;83.00;2023-01-20
3150;109;3;86.25;2023-01-20
3151;99;3;65.50;2023-01-20
3152;99;3;64.00;2023-01-21
3153;78;3;83.00;2023-01-21
3154;74;3;64.75;2023-01-21
3155;66;3;84.25;2023-01-21
3156;66;3;84.25;2023-01-21
3157;99;3;67.50;2023-01-22
